Country Name,Indicator Code,2005
Slovenia,UIS.TE_100000.56,5621.175293
Slovenia,UIS.TE_100000.56.F,6348.875488
Slovenia,UIS.TE_100000.56.M,4858.03418
Solomon Islands,UIS.TE_100000.56,
Solomon Islands,UIS.TE_100000.56.F,
Solomon Islands,UIS.TE_100000.56.M,
Somalia,UIS.TE_100000.56,
Somalia,UIS.TE_100000.56.F,
Somalia,UIS.TE_100000.56.M,
South Africa,UIS.TE_100000.56,
South Africa,UIS.TE_100000.56.F,
South Africa,UIS.TE_100000.56.M,
South Sudan,UIS.TE_100000.56,
South Sudan,UIS.TE_100000.56.F,
South Sudan,UIS.TE_100000.56.M,
Spain,UIS.TE_100000.56,4125.784668
Spain,UIS.TE_100000.56.F,4374.746582
Spain,UIS.TE_100000.56.M,3870.061523
Sri Lanka,UIS.TE_100000.56,
Sri Lanka,UIS.TE_100000.56.F,
Sri Lanka,UIS.TE_100000.56.M,
St. Kitts and Nevis,UIS.TE_100000.56,
St. Kitts and Nevis,UIS.TE_100000.56.F,
St. Kitts and Nevis,UIS.TE_100000.56.M,
St. Lucia,UIS.TE_100000.56,1328.23877
St. Lucia,UIS.TE_100000.56.F,1919.410767
St. Lucia,UIS.TE_100000.56.M,711.5151978
St. Martin (French part),UIS.TE_100000.56,
St. Martin (French part),UIS.TE_100000.56.F,
St. Martin (French part),UIS.TE_100000.56.M,
St. Vincent and the Grenadines,UIS.TE_100000.56,
St. Vincent and the Grenadines,UIS.TE_100000.56.F,
St. Vincent and the Grenadines,UIS.TE_100000.56.M,
Sudan,UIS.TE_100000.56,1137.708496
Sudan,UIS.TE_100000.56.F,1199.64624
Sudan,UIS.TE_100000.56.M,1076.198975
Suriname,UIS.TE_100000.56,
Suriname,UIS.TE_100000.56.F,
Suriname,UIS.TE_100000.56.M,
Swaziland,UIS.TE_100000.56,533.8381348
Swaziland,UIS.TE_100000.56.F,542.5476685
Swaziland,UIS.TE_100000.56.M,524.7277832
Sweden,UIS.TE_100000.56,4725.529297
Sweden,UIS.TE_100000.56.F,5585.228516
Sweden,UIS.TE_100000.56.M,3851.062988
Switzerland,UIS.TE_100000.56,2695.459229
Switzerland,UIS.TE_100000.56.F,2430.912842
Switzerland,UIS.TE_100000.56.M,2971.388916
Syrian Arab Republic,UIS.TE_100000.56,1989.40686
Syrian Arab Republic,UIS.TE_100000.56.F,1876.942505
Syrian Arab Republic,UIS.TE_100000.56.M,2096.767822
Tajikistan,UIS.TE_100000.56,2187.577881
Tajikistan,UIS.TE_100000.56.F,1404.710327
Tajikistan,UIS.TE_100000.56.M,2962.206055
Tanzania,UIS.TE_100000.56,131.9677734
Tanzania,UIS.TE_100000.56.F,85.30287933
Tanzania,UIS.TE_100000.56.M,179.2980957
Thailand,UIS.TE_100000.56,3581.817139
Thailand,UIS.TE_100000.56.F,3708.507813
Thailand,UIS.TE_100000.56.M,3452.103027
Timor-Leste,UIS.TE_100000.56,
Timor-Leste,UIS.TE_100000.56.F,
Timor-Leste,UIS.TE_100000.56.M,
Togo,UIS.TE_100000.56,
Togo,UIS.TE_100000.56.F,
Togo,UIS.TE_100000.56.M,
Tonga,UIS.TE_100000.56,
Tonga,UIS.TE_100000.56.F,
Tonga,UIS.TE_100000.56.M,
Trinidad and Tobago,UIS.TE_100000.56,
Trinidad and Tobago,UIS.TE_100000.56.F,
Trinidad and Tobago,UIS.TE_100000.56.M,
Tunisia,UIS.TE_100000.56,3237.166504
Tunisia,UIS.TE_100000.56.F,3548.310791
Tunisia,UIS.TE_100000.56.M,2923.584473
Turkey,UIS.TE_100000.56,3103.937256
Turkey,UIS.TE_100000.56.F,2556.560791
Turkey,UIS.TE_100000.56.M,3669.885254
Turkmenistan,UIS.TE_100000.56,
Turkmenistan,UIS.TE_100000.56.F,
Turkmenistan,UIS.TE_100000.56.M,
Turks and Caicos Islands,UIS.TE_100000.56,
Turks and Caicos Islands,UIS.TE_100000.56.F,
Turks and Caicos Islands,UIS.TE_100000.56.M,
Tuvalu,UIS.TE_100000.56,
Tuvalu,UIS.TE_100000.56.F,
Tuvalu,UIS.TE_100000.56.M,
Uganda,UIS.TE_100000.56,
Uganda,UIS.TE_100000.56.F,
Uganda,UIS.TE_100000.56.M,
Ukraine,UIS.TE_100000.56,5566.529785
Ukraine,UIS.TE_100000.56.F,5611.746582
Ukraine,UIS.TE_100000.56.M,5514.241211
United Arab Emirates,UIS.TE_100000.56,
United Arab Emirates,UIS.TE_100000.56.F,
United Arab Emirates,UIS.TE_100000.56.M,
United Kingdom,UIS.TE_100000.56,3799.27002
United Kingdom,UIS.TE_100000.56.F,4256.830078
United Kingdom,UIS.TE_100000.56.M,3322.131836
United States,UIS.TE_100000.56,5832.398438
United States,UIS.TE_100000.56.F,6600.22998
United States,UIS.TE_100000.56.M,5046.791016
Uruguay,UIS.TE_100000.56,3328.233398
Uruguay,UIS.TE_100000.56.F,4041.568848
Uruguay,UIS.TE_100000.56.M,2563.688721
Uzbekistan,UIS.TE_100000.56,1025.980103
Uzbekistan,UIS.TE_100000.56.F,824.770752
Uzbekistan,UIS.TE_100000.56.M,1232.817627
Vanuatu,UIS.TE_100000.56,
Vanuatu,UIS.TE_100000.56.F,
Vanuatu,UIS.TE_100000.56.M,
"Venezuela, RB",UIS.TE_100000.56,
"Venezuela, RB",UIS.TE_100000.56.F,
"Venezuela, RB",UIS.TE_100000.56.M,
Vietnam,UIS.TE_100000.56,1608.647949
Vietnam,UIS.TE_100000.56.F,1297.2229
Vietnam,UIS.TE_100000.56.M,1929.567627
Virgin Islands (U.S.),UIS.TE_100000.56,
Virgin Islands (U.S.),UIS.TE_100000.56.F,
Virgin Islands (U.S.),UIS.TE_100000.56.M,
West Bank and Gaza,UIS.TE_100000.56,3859.211182
West Bank and Gaza,UIS.TE_100000.56.F,3874.620605
West Bank and Gaza,UIS.TE_100000.56.M,3844.234131
"Yemen, Rep.",UIS.TE_100000.56,974.4891357
"Yemen, Rep.",UIS.TE_100000.56.F,513.9762573
"Yemen, Rep.",UIS.TE_100000.56.M,1425.78186
Zambia,UIS.TE_100000.56,
Zambia,UIS.TE_100000.56.F,
Zambia,UIS.TE_100000.56.M,
Zimbabwe,UIS.TE_100000.56,
Zimbabwe,UIS.TE_100000.56.F,
Zimbabwe,UIS.TE_100000.56.M,
